city,state,church,organized,members,minister,citation,jlat,jlon,url
Montague,MA,,1752,134,James H. Merrill,The Year-book of the American Congregational Union for the Year 1854 (p. 50),42.5355277,-72.5353437,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Northfield,MA,,1825,61,,The Year-book of the American Congregational Union for the Year 1854 (p. 50),42.6959093,-72.4528885,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Orange,MA,[First Congregational Church],1846,50,David Peck,The Year-book of the American Congregational Union for the Year 1854 (p. 50),42.5933739279,-72.3100453925,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Orange,MA,North,1843,28,Benjamin F. Clarke,The Year-book of the American Congregational Union for the Year 1854 (p. 50),42.588772943,-72.3082433244,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Rowe,MA,,1833,28,Jeremiah Pomroy,The Year-book of the American Congregational Union for the Year 1854 (p. 50),42.6934166,-72.899542,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Shelburne,MA,,1770,125,T. Packard; T. Packard Jr.,The Year-book of the American Congregational Union for the Year 1854 (p. 50),42.5984676189,-72.6826607567,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Shelburne,MA,Falls,1850,77,George F. Bronson,The Year-book of the American Congregational Union for the Year 1854 (p. 50),42.5834036004,-72.6898002731,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Shutesbury,MA,,1740,48,James Tisdale,The Year-book of the American Congregational Union for the Year 1854 (p. 50),42.4564779,-72.4098077,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Sunderland,MA,,1718,230,Sereno D. Clark,The Year-book of the American Congregational Union for the Year 1854 (p. 50),42.4663727,-72.5795115,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Warwick,MA,,1829,56,Roger C. Hatch,The Year-book of the American Congregational Union for the Year 1854 (p. 50),42.6820293,-72.3389743,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Wendell,MA,,1744,66,,The Year-book of the American Congregational Union for the Year 1854 (p. 50),42.5481852,-72.396722,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Chicopee,MA,First Church,1752,87,E. B. Clark,The Year-book of the American Congregational Union for the Year 1854 (pp. 50-51),42.1439009668,-72.6012686947,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Chicopee,MA,Second Church,1830,151,William Wright,The Year-book of the American Congregational Union for the Year 1854 (pp. 50-51),42.1564545122,-72.6199263192,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Chicopee,MA,Third Church,1834,225,G. A. Oviatt,The Year-book of the American Congregational Union for the Year 1854 (pp. 50-51),42.1413950722,-72.6045097036,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Longmeadow,MA,[First Congregational Church],1716,183,J. W. Harding,The Year-book of the American Congregational Union for the Year 1854 (pp. 50-51),42.047162735,-72.5734515485,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Longmeadow,MA,East,1831,105,William E. Dixon,The Year-book of the American Congregational Union for the Year 1854 (pp. 50-51),42.0435230331,-72.5941417936,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Ludlow,MA,First Church,1789,158,J. W. Tuck,The Year-book of the American Congregational Union for the Year 1854 (pp. 50-51),42.1656414552,-72.4662535091,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Ludlow,MA,Second Church,1847,14,E. B. Wright,The Year-book of the American Congregational Union for the Year 1854 (pp. 50-51),42.1563370716,-72.4749320287,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Monson,MA,,1762,333,A. Ely; C. B. Kittredge,The Year-book of the American Congregational Union for the Year 1854 (pp. 50-51),42.1042451,-72.3189519,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Palmer,MA,First Church,1730,101,Sylvester Hine,The Year-book of the American Congregational Union for the Year 1854 (pp. 50-51),42.1520555739,-72.3278875391,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Palmer,MA,Second Church,1847,87,W. W. Belden,The Year-book of the American Congregational Union for the Year 1854 (pp. 50-51),42.1535204136,-72.3339986992,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
South Hadley,MA,Second Church,1833,130,P. H. Snow,The Year-book of the American Congregational Union for the Year 1854 (pp. 50-51),42.2632879691,-72.5717322911,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Springfield,MA,First Church,1645,412,S. Osgood,The Year-book of the American Congregational Union for the Year 1854 (pp. 50-51),42.1101197211,-72.5845197804,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Springfield,MA,Hill,1833,155,,The Year-book of the American Congregational Union for the Year 1854 (pp. 50-51),42.1072422045,-72.581181708,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Springfield,MA,North Church,1846,134,R. H. Seely,The Year-book of the American Congregational Union for the Year 1854 (pp. 50-51),42.0972005447,-72.5834252634,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Springfield,MA,South Church,1842,267,S. G. Buckingham,The Year-book of the American Congregational Union for the Year 1854 (pp. 50-51),42.0995929085,-72.5856348285,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Wilbraham,MA,North,1741,202,John Bowers,The Year-book of the American Congregational Union for the Year 1854 (pp. 50-51),42.1227024096,-72.4349291782,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Wilbraham,MA,South,1785,76,E. S. Skinner,The Year-book of the American Congregational Union for the Year 1854 (pp. 50-51),42.128402898,-72.4272711347,https://archive.org/stream/americancongrega04amer#page/50/mode/1up
Blanford,MA,,1735,120,C. J. Hinsdale,The Year-book of the American Congregational Union for the Year 1854 (p. 51),42.1806463,-72.9273224,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Chester,MA,[First Congregational Church],1765,70,David Breed,The Year-book of the American Congregational Union for the Year 1854 (p. 51),42.2747652,-72.9794178489,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Chester,MA,Factories,1844,31,J. C. Strong,The Year-book of the American Congregational Union for the Year 1854 (p. 51),42.2863241994,-72.9770059551,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Chester,MA,Village,1846,57,T. Walker,The Year-book of the American Congregational Union for the Year 1854 (p. 51),42.2787376817,-72.9792351847,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Granville,MA,East,1747,88,T. M. Cooley,The Year-book of the American Congregational Union for the Year 1854 (p. 51),42.0672446961,-72.8544752225,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Granville,MA,West,1786,74,F. Norwood,The Year-book of the American Congregational Union for the Year 1854 (p. 51),42.0589037157,-72.8573497733,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Holyoke,MA,First Church,1799,60,Simeon Miller,The Year-book of the American Congregational Union for the Year 1854 (p. 51),42.211560776,-72.6216156485,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Holyoke,MA,Second Church,1849,34,Richard Knight,The Year-book of the American Congregational Union for the Year 1854 (p. 51),42.208607737,-72.6251509997,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Montgomery,MA,,1797,24,J. C. Thompson,The Year-book of the American Congregational Union for the Year 1854 (p. 51),42.2067573,-72.8050954,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Southwick,MA,,1773,98,,The Year-book of the American Congregational Union for the Year 1854 (p. 51),42.0548167,-72.7703724,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Tolland,MA,,1797,99,F. D. Austin,The Year-book of the American Congregational Union for the Year 1854 (p. 51),42.0834259,-73.0162159,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Westfield,MA,,1679,415,E. Davis,The Year-book of the American Congregational Union for the Year 1854 (p. 51),42.1250929,-72.749538,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
West Springfield,MA,[First Congregational Church],1698,246,H. M. Field,The Year-book of the American Congregational Union for the Year 1854 (p. 51),42.1099068359,-72.6110307219,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
West Springfield,MA,Agawam,1819,118,Ralph Perry,The Year-book of the American Congregational Union for the Year 1854 (p. 51),42.1148876385,-72.6284918328,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
West Springfield,MA,Feeding Hills,1762,85,Stephen D. Ward,The Year-book of the American Congregational Union for the Year 1854 (p. 51),42.1085891221,-72.6173664598,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
West Springfield,MA,Mettineague,1850,40,Henry Cooley,The Year-book of the American Congregational Union for the Year 1854 (p. 51),42.1154895564,-72.6246344127,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Chesterfield,MA,,1764,59,Samuel W. Barnum,The Year-book of the American Congregational Union for the Year 1854 (pp. 51-52),42.3917541,-72.8398172,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Cummington,MA,First Church,1771,67,James D. Chapman,The Year-book of the American Congregational Union for the Year 1854 (pp. 51-52),42.4610141506,-72.8979625834,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Cummington,MA,Village,1838,99,Theodore J. Clark,The Year-book of the American Congregational Union for the Year 1854 (pp. 51-52),42.4673802202,-72.9024343112,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Cummington,MA,West,1840,87,Joseph B. Baldwin,The Year-book of the American Congregational Union for the Year 1854 (pp. 51-52),42.4580671207,-72.8894978616,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
East Hampton,MA,First Church,1787,230,Payson Williston; A. M. Colton,The Year-book of the American Congregational Union for the Year 1854 (pp. 51-52),42.2729815306,-72.6636301806,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
East Hampton,MA,Payson Church,1852,100,Rollin S. Stone,The Year-book of the American Congregational Union for the Year 1854 (pp. 51-52),42.2697808842,-72.6729684377,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Goshen,MA,,1788,140,,The Year-book of the American Congregational Union for the Year 1854 (pp. 51-52),42.4407187,-72.7993986,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Hatfield,MA,,1670,259,Jared O. Knapp,The Year-book of the American Congregational Union for the Year 1854 (pp. 51-52),42.3709761,-72.5981843,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Middlefield,MA,,1792,91,Henry Herrick,The Year-book of the American Congregational Union for the Year 1854 (pp. 51-52),42.3484207,-73.0151011,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Northampton,MA,First Church,1661,567,J. P. Cleaveland,The Year-book of the American Congregational Union for the Year 1854 (pp. 51-52),42.3302467948,-72.6428035701,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Northampton,MA,Edwards Church,1833,235,Gordon Hall,The Year-book of the American Congregational Union for the Year 1854 (pp. 51-52),42.3252338463,-72.6337121543,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Norwich,MA,,1781,151,John R. Miller,The Year-book of the American Congregational Union for the Year 1854 (pp. 51-52),42.2889778,-72.8384294,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Plainfield,MA,,1789,144,D. B. Bradford,The Year-book of the American Congregational Union for the Year 1854 (pp. 51-52),42.5153633,-72.9162075,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Southampton,MA,,1743,345,,The Year-book of the American Congregational Union for the Year 1854 (pp. 51-52),42.2292572,-72.7300929,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
West Hampton,MA,,1779,163,Stephen C. Strong,The Year-book of the American Congregational Union for the Year 1854 (pp. 51-52),42.3028667,-72.7745382,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Whately,MA,First Church,1771,132,C. N. Seymour,The Year-book of the American Congregational Union for the Year 1854 (pp. 51-52),42.43736916,-72.6230152834,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Whately,MA,Second Church,1842,87,Jonathan S. Judd,The Year-book of the American Congregational Union for the Year 1854 (pp. 51-52),42.4390287769,-72.6377843249,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Williamsburg,MA,[First Congregational Church],1773,252,Edward W. Root,The Year-book of the American Congregational Union for the Year 1854 (pp. 51-52),42.3913050052,-72.723577005,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Williamsburg,MA,Haydenville,1851,66,Edward Sweet,The Year-book of the American Congregational Union for the Year 1854 (pp. 51-52),42.388995919,-72.7275107153,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Worthington,MA,,1771,216,John H. Bisbee,The Year-book of the American Congregational Union for the Year 1854 (pp. 51-52),42.3973092,-72.9356536,https://archive.org/stream/americancongrega04amer#page/51/mode/1up
Amherst,MA,West,1739,350,,The Year-book of the American Congregational Union for the Year 1854 (p. 52),42.3627514757,-72.5170425689,https://archive.org/stream/americancongrega04amer#page/52/mode/1up
Amherst,MA,North,1826,140,G. E. Fisher,The Year-book of the American Congregational Union for the Year 1854 (p. 52),42.3636743684,-72.5182174941,https://archive.org/stream/americancongrega04amer#page/52/mode/1up
Amherst,MA,East,1782,160,C. L. Woodworth,The Year-book of the American Congregational Union for the Year 1854 (p. 52),42.3615151615,-72.5280859573,https://archive.org/stream/americancongrega04amer#page/52/mode/1up
